codigo,nombre,descripcion,cuenta,periodo,unidad,medida,Unidad,Medida,freq,familia,node,DESCRIPCION
1365,Numerario en poder del público,Numerario en poder del público,E07.04.01.00.00.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Pasivos internos [3711]/Numerario en poder del público [1365]'),Node('/BCCR/Sector Monetario y Financiero/Pasivos internos [3711]/Numerario en poder del público [1365]')
1366,Banco central,Banco central,E07.06.01.00.00.00.00.00.00.M.CRC,Mensual,CRC,1,Colón Costarricense,NO DEFINIDO,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Banco central [1366]'),Node('/BCCR/Sector Monetario y Financiero/Banco central [1366]')
1404,Sistema de inversiones de corto plazo,Sistema de inversiones de corto plazo,E07.02.01.00.00.00.00.00.00.M.CRC,Mensual,CRC,1,Colón Costarricense,,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Activos internos [1361]/Sistema de inversiones de corto plazo [1404]'),Node('/BCCR/Sector Monetario y Financiero/Activos internos [1361]/Sistema de inversiones de corto plazo [1404]')
1405,Depósitos en cuenta corriente del sector privado,Depósitos en cuenta corriente del sector privado,E07.04.06.00.00.00.00.00.00.M.CRC,Mensual,CRC,1,Colón Costarricense,,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Pasivos internos [3711]/Depósitos en cuenta corriente del sector privado [1405]'),Node('/BCCR/Sector Monetario y Financiero/Pasivos internos [3711]/Depósitos en cuenta corriente del sector privado [1405]')
1406,Cuenta corriente en m/n,Cuenta corriente en m/n,E07.04.06.01.01.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Pasivos internos [3711]/Depósitos en cuenta corriente del sector privado [1405]/Bancos comerciales [3612]/Cuenta corriente en m/n [1406]'),Node('/BCCR/Sector Monetario y Financiero/Pasivos internos [3711]/Depósitos en cuenta corriente del sector privado [1405]/Bancos comerciales [3612]/Cuenta corriente en m/n [1406]')
1407,Depósitos ahorro a la vista en m/n,Depósitos ahorro a la vista en m/n,E07.04.10.01.01.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Pasivos internos [3711]/Depósitos de ahorro a la vista del sector privado [3644]/Bancos comerciales [3614]/Depósitos ahorro a la vista en m/n [1407]'),Node('/BCCR/Sector Monetario y Financiero/Pasivos internos [3711]/Depósitos de ahorro a la vista del sector privado [3644]/Bancos comerciales [3614]/Depósitos ahorro a la vista en m/n [1407]')
1408,Depósitos a plazo en m/n,Depósitos a plazo en m/n,E07.04.09.01.01.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Pasivos internos [3711]/Depósitos a plazo del sector privado [3643]/Bancos comerciales [3613]/Depósitos a plazo en m/n [1408]'),Node('/BCCR/Sector Monetario y Financiero/Pasivos internos [3711]/Depósitos a plazo del sector privado [3643]/Bancos comerciales [3613]/Depósitos a plazo en m/n [1408]')
1410,Cuenta corriente en m/e,Cuenta corriente en m/e,E07.04.06.01.02.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Pasivos internos [3711]/Depósitos en cuenta corriente del sector privado [1405]/Bancos comerciales [3612]/Cuenta corriente en m/e [1410]'),Node('/BCCR/Sector Monetario y Financiero/Pasivos internos [3711]/Depósitos en cuenta corriente del sector privado [1405]/Bancos comerciales [3612]/Cuenta corriente en m/e [1410]')
1411,Depósitos ahorro a la vista en m/e,Depósitos ahorro a la vista en m/e,E07.04.10.01.02.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Pasivos internos [3711]/Depósitos de ahorro a la vista del sector privado [3644]/Bancos comerciales [3614]/Depósitos ahorro a la vista en m/e [1411]'),Node('/BCCR/Sector Monetario y Financiero/Pasivos internos [3711]/Depósitos de ahorro a la vista del sector privado [3644]/Bancos comerciales [3614]/Depósitos ahorro a la vista en m/e [1411]')
1412,Depósitos a plazo en m/e,Depósitos a plazo en m/e,E07.04.09.01.02.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Pasivos internos [3711]/Depósitos a plazo del sector privado [3643]/Bancos comerciales [3613]/Depósitos a plazo en m/e [1412]'),Node('/BCCR/Sector Monetario y Financiero/Pasivos internos [3711]/Depósitos a plazo del sector privado [3643]/Bancos comerciales [3613]/Depósitos a plazo en m/e [1412]')
1413,Sistema bancario nacional,Sistema bancario nacional,E07.07.02.00.00.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Crédito interno total [1494]/Sistema bancario nacional [1413]'),Node('/BCCR/Sector Monetario y Financiero/Crédito interno total [1494]/Sistema bancario nacional [1413]')
1415,Sistema bancario nacional,Sistema bancario nacional,E07.07.07.01.00.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Crédito interno total [1494]/Crédito al sector privado por actividad económica [1495]/Sistema bancario nacional [1415]'),Node('/BCCR/Sector Monetario y Financiero/Crédito interno total [1494]/Crédito al sector privado por actividad económica [1495]/Sistema bancario nacional [1415]')
1416,Agricultura,Agricultura,E07.07.07.01.01.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Crédito interno total [1494]/Crédito al sector privado por actividad económica [1495]/Sistema bancario nacional [1415]/Agricultura [1416]'),Node('/BCCR/Sector Monetario y Financiero/Crédito interno total [1494]/Crédito al sector privado por actividad económica [1495]/Sistema bancario nacional [1415]/Agricultura [1416]')
1417,Ganadería,Ganadería,E07.07.07.01.02.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Crédito interno total [1494]/Crédito al sector privado por actividad económica [1495]/Sistema bancario nacional [1415]/Ganadería [1417]'),Node('/BCCR/Sector Monetario y Financiero/Crédito interno total [1494]/Crédito al sector privado por actividad económica [1495]/Sistema bancario nacional [1415]/Ganadería [1417]')
1418,Pesca,Pesca,E07.07.07.01.03.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Crédito interno total [1494]/Crédito al sector privado por actividad económica [1495]/Sistema bancario nacional [1415]/Pesca [1418]'),Node('/BCCR/Sector Monetario y Financiero/Crédito interno total [1494]/Crédito al sector privado por actividad económica [1495]/Sistema bancario nacional [1415]/Pesca [1418]')
1419,Industria,Industria,E07.07.07.01.04.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Crédito interno total [1494]/Crédito al sector privado por actividad económica [1495]/Sistema bancario nacional [1415]/Industria [1419]'),Node('/BCCR/Sector Monetario y Financiero/Crédito interno total [1494]/Crédito al sector privado por actividad económica [1495]/Sistema bancario nacional [1415]/Industria [1419]')
1420,Vivienda,Vivienda,E07.07.07.01.05.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Crédito interno total [1494]/Crédito al sector privado por actividad económica [1495]/Sistema bancario nacional [1415]/Vivienda [1420]'),Node('/BCCR/Sector Monetario y Financiero/Crédito interno total [1494]/Crédito al sector privado por actividad económica [1495]/Sistema bancario nacional [1415]/Vivienda [1420]')
1421,Construcción,Construcción,E07.07.07.01.06.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Crédito interno total [1494]/Crédito al sector privado por actividad económica [1495]/Sistema bancario nacional [1415]/Construcción [1421]'),Node('/BCCR/Sector Monetario y Financiero/Crédito interno total [1494]/Crédito al sector privado por actividad económica [1495]/Sistema bancario nacional [1415]/Construcción [1421]')
1422,Turismo,Turismo,E07.07.07.01.07.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Crédito interno total [1494]/Crédito al sector privado por actividad económica [1495]/Sistema bancario nacional [1415]/Turismo [1422]'),Node('/BCCR/Sector Monetario y Financiero/Crédito interno total [1494]/Crédito al sector privado por actividad económica [1495]/Sistema bancario nacional [1415]/Turismo [1422]')
1423,Electricidad,Electricidad,E07.07.07.01.08.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Crédito interno total [1494]/Crédito al sector privado por actividad económica [1495]/Sistema bancario nacional [1415]/Electricidad [1423]'),Node('/BCCR/Sector Monetario y Financiero/Crédito interno total [1494]/Crédito al sector privado por actividad económica [1495]/Sistema bancario nacional [1415]/Electricidad [1423]')
1424,Comercio,Comercio,E07.07.07.01.09.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Crédito interno total [1494]/Crédito al sector privado por actividad económica [1495]/Sistema bancario nacional [1415]/Comercio [1424]'),Node('/BCCR/Sector Monetario y Financiero/Crédito interno total [1494]/Crédito al sector privado por actividad económica [1495]/Sistema bancario nacional [1415]/Comercio [1424]')
1425,Servicios,Servicios,E07.07.07.01.10.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Crédito interno total [1494]/Crédito al sector privado por actividad económica [1495]/Sistema bancario nacional [1415]/Servicios [1425]'),Node('/BCCR/Sector Monetario y Financiero/Crédito interno total [1494]/Crédito al sector privado por actividad económica [1495]/Sistema bancario nacional [1415]/Servicios [1425]')
1426,Consumo,Consumo,E07.07.07.01.11.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Crédito interno total [1494]/Crédito al sector privado por actividad económica [1495]/Sistema bancario nacional [1415]/Consumo [1426]'),Node('/BCCR/Sector Monetario y Financiero/Crédito interno total [1494]/Crédito al sector privado por actividad económica [1495]/Sistema bancario nacional [1415]/Consumo [1426]')
1427,Transporte,Transporte,E07.07.07.01.12.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Crédito interno total [1494]/Crédito al sector privado por actividad económica [1495]/Sistema bancario nacional [1415]/Transporte [1427]'),Node('/BCCR/Sector Monetario y Financiero/Crédito interno total [1494]/Crédito al sector privado por actividad económica [1495]/Sistema bancario nacional [1415]/Transporte [1427]')
1428,Depósitos y almacenamiento,Depósitos y almacenamiento,E07.07.07.01.13.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Crédito interno total [1494]/Crédito al sector privado por actividad económica [1495]/Sistema bancario nacional [1415]/Depósitos y almacenamiento [1428]'),Node('/BCCR/Sector Monetario y Financiero/Crédito interno total [1494]/Crédito al sector privado por actividad económica [1495]/Sistema bancario nacional [1415]/Depósitos y almacenamiento [1428]')
1429,Otras Actividades,Otras Actividades,E07.07.07.01.14.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Crédito interno total [1494]/Crédito al sector privado por actividad económica [1495]/Sistema bancario nacional [1415]/Otras Actividades [1429]'),Node('/BCCR/Sector Monetario y Financiero/Crédito interno total [1494]/Crédito al sector privado por actividad económica [1495]/Sistema bancario nacional [1415]/Otras Actividades [1429]')
1430,Ajuste por limpieza de cartera,Ajuste por limpieza de cartera,E07.07.07.01.15.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Crédito interno total [1494]/Crédito al sector privado por actividad económica [1495]/Sistema bancario nacional [1415]/Ajuste por limpieza de cartera [1430]'),Node('/BCCR/Sector Monetario y Financiero/Crédito interno total [1494]/Crédito al sector privado por actividad económica [1495]/Sistema bancario nacional [1415]/Ajuste por limpieza de cartera [1430]')
1432,Crédito al sector privado financiero no bancario,Crédito al sector privado financiero no bancario,E07.07.08.00.00.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Crédito interno total [1494]/Crédito al sector privado financiero no bancario [1432]'),Node('/BCCR/Sector Monetario y Financiero/Crédito interno total [1494]/Crédito al sector privado financiero no bancario [1432]')
1433,Sistema bancario nacional,Sistema bancario nacional,E07.07.04.02.00.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Crédito interno total [1494]/Crédito neto al Gobierno [3641]/Sistema bancario nacional [1433]'),Node('/BCCR/Sector Monetario y Financiero/Crédito interno total [1494]/Crédito neto al Gobierno [3641]/Sistema bancario nacional [1433]')
1434,Crédito corriente al gobierno,Crédito corriente al gobierno,E07.07.04.02.01.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Crédito interno total [1494]/Crédito neto al Gobierno [3641]/Sistema bancario nacional [1433]/Crédito corriente al gobierno [1434]'),Node('/BCCR/Sector Monetario y Financiero/Crédito interno total [1494]/Crédito neto al Gobierno [3641]/Sistema bancario nacional [1433]/Crédito corriente al gobierno [1434]')
1435,Crédito renegociado al gobierno,Crédito renegociado al gobierno,E07.07.04.02.02.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Crédito interno total [1494]/Crédito neto al Gobierno [3641]/Sistema bancario nacional [1433]/Crédito renegociado al gobierno [1435]'),Node('/BCCR/Sector Monetario y Financiero/Crédito interno total [1494]/Crédito neto al Gobierno [3641]/Sistema bancario nacional [1433]/Crédito renegociado al gobierno [1435]')
1436,Sistema bancario nacional,Sistema bancario nacional,E07.07.05.02.00.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Crédito interno total [1494]/Crédito al resto del sector público [3638]/Sistema bancario nacional [1436]'),Node('/BCCR/Sector Monetario y Financiero/Crédito interno total [1494]/Crédito al resto del sector público [3638]/Sistema bancario nacional [1436]')
1438,Crédito corriente del sistema bancario nacional al resto SP,Crédito corrientedel sistema bancario nacional,E07.07.05.02.01.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Crédito interno total [1494]/Crédito al resto del sector público [3638]/Sistema bancario nacional [1436]/Crédito corriente del sistema bancario nacional al resto SP [1438]'),Node('/BCCR/Sector Monetario y Financiero/Crédito interno total [1494]/Crédito al resto del sector público [3638]/Sistema bancario nacional [1436]/Crédito corriente del sistema bancario nacional al resto SP [1438]')
1439,Crédito renegociado del sistema bancario nacional,Crédito renegociado del sistema bancario nacional,E07.07.05.02.02.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Crédito interno total [1494]/Crédito al resto del sector público [3638]/Sistema bancario nacional [1436]/Crédito renegociado del sistema bancario nacional [1439]'),Node('/BCCR/Sector Monetario y Financiero/Crédito interno total [1494]/Crédito al resto del sector público [3638]/Sistema bancario nacional [1436]/Crédito renegociado del sistema bancario nacional [1439]')
1441,Sistema bancario nacional,Sistema bancario nacional,E07.07.06.02.00.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Crédito interno total [1494]/Crédito al sector privado [3639]/Sistema bancario nacional [1441]'),Node('/BCCR/Sector Monetario y Financiero/Crédito interno total [1494]/Crédito al sector privado [3639]/Sistema bancario nacional [1441]')
1443,bancos comerciales,bancos comerciales,E07.03.02.02.00.00.00.00.00.M.USD,Mensual,USD,4,Dólar EEUU,Millones,M,M.USD,Node('/BCCR/Sector Monetario y Financiero/Pasivos externos [3709]/Pasivos externos de largo plazo [3710]/bancos comerciales [1443]'),Node('/BCCR/Sector Monetario y Financiero/Pasivos externos [3709]/Pasivos externos de largo plazo [3710]/bancos comerciales [1443]')
1445,Medio circulante sistema bancario nacional,Medio circulante sistema bancario nacional,E07.10.01.00.00.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Medio circulante [608]/Medio circulante sistema bancario nacional [1445]'),Node('/BCCR/Sector Monetario y Financiero/Medio circulante [608]/Medio circulante sistema bancario nacional [1445]')
1446,Sistema bancario nacional,Sistema bancario nacional,E07.11.01.00.00.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Cuasidinero [3642]/Sistema bancario nacional [1446]'),Node('/BCCR/Sector Monetario y Financiero/Cuasidinero [3642]/Sistema bancario nacional [1446]')
1447,Cuasidinero m/e,Cuasidinero m/e,E07.11.01.02.00.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Cuasidinero [3642]/Sistema bancario nacional [1446]/Cuasidinero m/e [1447]'),Node('/BCCR/Sector Monetario y Financiero/Cuasidinero [3642]/Sistema bancario nacional [1446]/Cuasidinero m/e [1447]')
1448,Cuasidinero m/n,Cuasidinero m/n,E07.11.01.01.00.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Cuasidinero [3642]/Sistema bancario nacional [1446]/Cuasidinero m/n [1448]'),Node('/BCCR/Sector Monetario y Financiero/Cuasidinero [3642]/Sistema bancario nacional [1446]/Cuasidinero m/n [1448]')
1450,Sistema bancario nacional,Sistema bancario nacional,E07.12.01.00.00.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Liquidez total [3685]/Sistema bancario nacional [1450]'),Node('/BCCR/Sector Monetario y Financiero/Liquidez total [3685]/Sistema bancario nacional [1450]')
1451,Liquidez total m/e,Liquidez total m/e,E07.12.01.02.00.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Liquidez total [3685]/Sistema bancario nacional [1450]/Liquidez total m/e [1451]'),Node('/BCCR/Sector Monetario y Financiero/Liquidez total [3685]/Sistema bancario nacional [1450]/Liquidez total m/e [1451]')
1452,Liquidez total m/n,Liquidez total m/n,E07.12.01.01.00.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Liquidez total [3685]/Sistema bancario nacional [1450]/Liquidez total m/n [1452]'),Node('/BCCR/Sector Monetario y Financiero/Liquidez total [3685]/Sistema bancario nacional [1450]/Liquidez total m/n [1452]')
1453,Liquidez total m/e,Liquidez total m/e,E07.12.01.02.00.00.00.00.00.M.USD,Mensual,USD,4,Dólar EEUU,Millones,M,M.USD,Node('/BCCR/Sector Monetario y Financiero/Liquidez total m/e [1453]'),Node('/BCCR/Sector Monetario y Financiero/Liquidez total m/e [1453]')
1455,Sistema bancario nacional,Sistema financiero nacional,E07.14.01.00.00.00.00.00.00.M.CRC,Mensual,CRC,2,Colón Costarricense,No definida,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Multiplicador bancario [3690]/Sistema bancario nacional [1455]'),Node('/BCCR/Sector Monetario y Financiero/Multiplicador bancario [3690]/Sistema bancario nacional [1455]')
